Timestamp,PlaybackTime,UnitQuaternion.x,UnitQuaternion.y,UnitQuaternion.z,UnitQuaternion.w,HmdPosition.x,HmdPosition.y,HmdPosition.z
2016-11-17 02:26:56.685,0.021,-0.006,0.961,-0.027,-0.274,-0.151,1.114,-0.259
2016-11-17 02:26:56.708,0.043,-0.006,0.961,-0.026,-0.274,-0.150,1.114,-0.258
2016-11-17 02:26:56.730,0.064,-0.006,0.961,-0.026,-0.274,-0.149,1.114,-0.257
2016-11-17 02:26:56.753,0.085,-0.006,0.962,-0.026,-0.273,-0.149,1.114,-0.256
2016-11-17 02:26:56.771,0.055,-0.006,0.962,-0.026,-0.273,-0.148,1.114,-0.256
2016-11-17 02:26:56.783,0.055,-0.006,0.962,-0.026,-0.273,-0.148,1.114,-0.256
2016-11-17 02:26:56.794,0.076,-0.007,0.962,-0.026,-0.273,-0.148,1.114,-0.255
2016-11-17 02:26:56.805,0.097,-0.007,0.962,-0.026,-0.272,-0.147,1.115,-0.255
2016-11-17 02:26:56.816,0.097,-0.007,0.962,-0.025,-0.272,-0.147,1.115,-0.255
2016-11-17 02:26:56.828,0.119,-0.007,0.962,-0.025,-0.272,-0.147,1.115,-0.255
2016-11-17 02:26:56.839,0.119,-0.007,0.962,-0.025,-0.272,-0.147,1.115,-0.254
2016-11-17 02:26:56.852,0.140,-0.007,0.962,-0.025,-0.271,-0.146,1.115,-0.254
2016-11-17 02:26:56.863,0.140,-0.007,0.962,-0.024,-0.271,-0.146,1.115,-0.254
2016-11-17 02:26:56.875,0.161,-0.007,0.962,-0.024,-0.271,-0.146,1.115,-0.254
2016-11-17 02:26:56.886,0.161,-0.007,0.962,-0.024,-0.271,-0.146,1.115,-0.254
2016-11-17 02:26:56.898,0.183,-0.008,0.962,-0.023,-0.270,-0.146,1.116,-0.253
2016-11-17 02:26:56.921,0.204,-0.007,0.962,-0.023,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:56.943,0.225,-0.007,0.963,-0.023,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:56.965,0.247,-0.007,0.963,-0.023,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:56.988,0.268,-0.007,0.963,-0.023,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:57.010,0.289,-0.007,0.963,-0.023,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:57.032,0.311,-0.007,0.963,-0.024,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:57.051,0.332,-0.007,0.963,-0.024,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:57.062,0.332,-0.007,0.963,-0.025,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:57.072,0.353,-0.008,0.963,-0.025,-0.270,-0.145,1.116,-0.253
2016-11-17 02:26:57.083,0.353,-0.008,0.963,-0.025,-0.269,-0.145,1.116,-0.253
2016-11-17 02:26:57.094,0.375,-0.008,0.963,-0.026,-0.269,-0.145,1.116,-0.253
2016-11-17 02:26:57.105,0.396,-0.008,0.963,-0.026,-0.268,-0.145,1.116,-0.253
2016-11-17 02:26:57.116,0.396,-0.008,0.963,-0.026,-0.268,-0.145,1.116,-0.253
2016-11-17 02:26:57.127,0.417,-0.008,0.963,-0.026,-0.266,-0.145,1.116,-0.253
2016-11-17 02:26:57.139,0.417,-0.009,0.964,-0.026,-0.265,-0.145,1.116,-0.253
2016-11-17 02:26:57.150,0.439,-0.009,0.964,-0.027,-0.264,-0.145,1.116,-0.253
2016-11-17 02:26:57.162,0.439,-0.010,0.965,-0.027,-0.262,-0.144,1.116,-0.253
2016-11-17 02:26:57.172,0.460,-0.010,0.965,-0.028,-0.260,-0.144,1.116,-0.253
2016-11-17 02:26:57.183,0.460,-0.011,0.966,-0.029,-0.258,-0.144,1.116,-0.253
2016-11-17 02:26:57.195,0.481,-0.011,0.966,-0.029,-0.256,-0.144,1.116,-0.253
2016-11-17 02:26:57.206,0.481,-0.012,0.967,-0.030,-0.254,-0.144,1.116,-0.253
2016-11-17 02:26:57.217,0.503,-0.012,0.967,-0.031,-0.251,-0.143,1.116,-0.253
2016-11-17 02:26:57.228,0.503,-0.013,0.968,-0.033,-0.248,-0.143,1.116,-0.253
2016-11-17 02:26:57.239,0.524,-0.013,0.969,-0.035,-0.245,-0.143,1.115,-0.253
2016-11-17 02:26:57.250,0.524,-0.013,0.970,-0.037,-0.241,-0.142,1.115,-0.253
2016-11-17 02:26:57.261,0.545,-0.012,0.971,-0.039,-0.237,-0.142,1.115,-0.253
2016-11-17 02:26:57.273,0.545,-0.011,0.972,-0.041,-0.231,-0.141,1.115,-0.253
