1040	3/seg_dash_track2_1.m4s
1082	3/seg_dash_track3_1.m4s
1082	3/seg_dash_track4_1.m4s
1082	3/seg_dash_track5_1.m4s
1082	3/seg_dash_track6_1.m4s
1082	3/seg_dash_track7_1.m4s
1082	3/seg_dash_track8_1.m4s
1082	3/seg_dash_track9_1.m4s
1082	3/seg_dash_track10_1.m4s
1082	3/seg_dash_track11_1.m4s
1082	3/seg_dash_track12_1.m4s
1082	3/seg_dash_track13_1.m4s
1082	3/seg_dash_track14_1.m4s
1082	3/seg_dash_track15_1.m4s
1082	3/seg_dash_track16_1.m4s
1082	3/seg_dash_track17_1.m4s
6300	3/seg_dash_track2_2.m4s
8458	3/seg_dash_track3_2.m4s
8518	3/seg_dash_track4_2.m4s
5936	3/seg_dash_track5_2.m4s
11052	3/seg_dash_track6_2.m4s
10617	3/seg_dash_track7_2.m4s
11215	3/seg_dash_track8_2.m4s
10764	3/seg_dash_track9_2.m4s
9669	3/seg_dash_track10_2.m4s
5646	3/seg_dash_track11_2.m4s
6207	3/seg_dash_track12_2.m4s
10769	3/seg_dash_track13_2.m4s
4600	3/seg_dash_track14_2.m4s
4241	3/seg_dash_track15_2.m4s
4597	3/seg_dash_track16_2.m4s
5854	3/seg_dash_track17_2.m4s
37829	3/seg_dash_track2_3.m4s
45360	3/seg_dash_track3_3.m4s
47809	3/seg_dash_track4_3.m4s
33037	3/seg_dash_track5_3.m4s
56505	3/seg_dash_track6_3.m4s
46134	3/seg_dash_track7_3.m4s
50754	3/seg_dash_track8_3.m4s
52157	3/seg_dash_track9_3.m4s
50478	3/seg_dash_track10_3.m4s
20501	3/seg_dash_track11_3.m4s
23446	3/seg_dash_track12_3.m4s
55912	3/seg_dash_track13_3.m4s
17801	3/seg_dash_track14_3.m4s
12108	3/seg_dash_track15_3.m4s
13100	3/seg_dash_track16_3.m4s
23001	3/seg_dash_track17_3.m4s
81225	3/seg_dash_track2_4.m4s
60094	3/seg_dash_track3_4.m4s
74326	3/seg_dash_track4_4.m4s
71366	3/seg_dash_track5_4.m4s
89847	3/seg_dash_track6_4.m4s
48287	3/seg_dash_track7_4.m4s
60316	3/seg_dash_track8_4.m4s
61133	3/seg_dash_track9_4.m4s
67258	3/seg_dash_track10_4.m4s
22257	3/seg_dash_track11_4.m4s
34856	3/seg_dash_track12_4.m4s
63169	3/seg_dash_track13_4.m4s
23269	3/seg_dash_track14_4.m4s
8435	3/seg_dash_track15_4.m4s
11419	3/seg_dash_track16_4.m4s
27258	3/seg_dash_track17_4.m4s
71052	3/seg_dash_track2_5.m4s
16408	3/seg_dash_track3_5.m4s
35319	3/seg_dash_track4_5.m4s
63894	3/seg_dash_track5_5.m4s
42492	3/seg_dash_track6_5.m4s
6820	3/seg_dash_track7_5.m4s
18800	3/seg_dash_track8_5.m4s
13964	3/seg_dash_track9_5.m4s
19554	3/seg_dash_track10_5.m4s
6613	3/seg_dash_track11_5.m4s
22084	3/seg_dash_track12_5.m4s
11458	3/seg_dash_track13_5.m4s
15242	3/seg_dash_track14_5.m4s
7314	3/seg_dash_track15_5.m4s
10379	3/seg_dash_track16_5.m4s
18141	3/seg_dash_track17_5.m4s
68587	3/seg_dash_track2_6.m4s
18440	3/seg_dash_track3_6.m4s
36410	3/seg_dash_track4_6.m4s
66704	3/seg_dash_track5_6.m4s
42660	3/seg_dash_track6_6.m4s
7672	3/seg_dash_track7_6.m4s
19225	3/seg_dash_track8_6.m4s
15222	3/seg_dash_track9_6.m4s
19916	3/seg_dash_track10_6.m4s
7632	3/seg_dash_track11_6.m4s
23052	3/seg_dash_track12_6.m4s
12796	3/seg_dash_track13_6.m4s
15218	3/seg_dash_track14_6.m4s
7994	3/seg_dash_track15_6.m4s
10806	3/seg_dash_track16_6.m4s
19715	3/seg_dash_track17_6.m4s
69689	3/seg_dash_track2_7.m4s
17871	3/seg_dash_track3_7.m4s
36955	3/seg_dash_track4_7.m4s
66149	3/seg_dash_track5_7.m4s
42039	3/seg_dash_track6_7.m4s
8178	3/seg_dash_track7_7.m4s
19433	3/seg_dash_track8_7.m4s
14057	3/seg_dash_track9_7.m4s
20249	3/seg_dash_track10_7.m4s
7809	3/seg_dash_track11_7.m4s
22402	3/seg_dash_track12_7.m4s
11459	3/seg_dash_track13_7.m4s
14885	3/seg_dash_track14_7.m4s
7724	3/seg_dash_track15_7.m4s
10196	3/seg_dash_track16_7.m4s
18481	3/seg_dash_track17_7.m4s
